Company Name,SIC Code,Exchange,Ticker,Active/Inactive,Country,Sector
"Carlisle Plastics, Inc.",3081,NYS,CPA,Inactive,United States,Public
CarLotz Inc,5521,NMS,LOTZ,Inactive,United States,Public
"Carlsbad National Bank (The) (Carlsbad, NM)",6021,NBB,CAMX,Active,United States,Public
Carlyle Credit Income Fund,6726,NYS,CCIF,Active,United States,Public
Carlyle Group Inc (The),6282,NMS,CG,Active,United States,Public
"Carlyle Industries, Inc.",2299,OTC,CRLH,Inactive,United States,Public
Carlyle Secured Lending Inc,6726,NMS,CGBD,Active,United States,Public
Carmax Inc.,5521,NYS,KMX,Active,United States,Public
Carmell Therapeutics Corp,9999,NMS,CTCX,Active,United States,Public
Carmike Cinemas Inc,7832,NMS,CKEC,Inactive,United States,Public
Carnegie Bancorp,6712,NL,,Inactive,United States,Public
Carnegie Development Inc,9999,NBB,CDJM,Active,United States,Public
"Carnegie Group, Inc.",7374,NMS,CGIX,Inactive,United States,Public
Carnegie International Corp. (CO),4813,NBB,CGIL,Active,United States,Public
Carney Technology Acquisition Corp II,9999,NAS,CTAQ,Inactive,United States,Public
Caro Holdings Inc,5651,NBB,CAHO,Active,United States,Public
"Carolco Pictures, Inc.",7812,NBB,CRCP,Inactive,United States,Public
"Carolina Alliance Bank (Spartanburg, SC)",6029,NBB,CRLN,Inactive,United States,Public
Carolina Bank Holdings Inc,6022,NMS,CLBH,Inactive,United States,Public
"Carolina Casualty Insurance Co. (Jacksonville, Fla.)",6331,NL,,Inactive,United States,Public
Carolina Financial Corp (New),6022,NAS,CARO,Inactive,United States,Public
Carolina Fincorp Inc.,6036,NMS,CFNC,Inactive,United States,Public
"Carolina First Bancshares, Inc.",6022,NMS,CFBI,Inactive,United States,Public
Carolina Group,2111,NYS,CG,Inactive,United States,Public
Carolina National Corp,6712,NAS,CNCP,Inactive,United States,Public
"Carolina Southern Bank (Spartanburg, SC)",6022,,CSBK,Inactive,United States,Public
Carolina Telephone & Telegraph Company,4813,,,Inactive,United States,Public
Carolina Trust BancShares Inc,6022,NAS,CART,Inactive,United States,Public
Carolyn River Projects Ltd,1099,NL,,Active,United States,Public
CarParts.com Inc (New),5531,NMS,PRTS,Active,United States,Public
Carpenter Technology Corp.,3312,NYS,CRS,Active,United States,Public
Carr-Gottstein Foods Co.,5411,NYS,CGF,Inactive,United States,Public
CarrAmerica Realty Corp.,6798,NYS,CRE,Inactive,United States,Public
Carreker Corp.,7374,NMS,CANI,Inactive,United States,Public
"Carriage Industries,Inc.",2273,NYS,CGE,Inactive,United States,Public
"Carriage Services, Inc.",7261,NYS,CSV,Active,United States,Public
Carrier Access Corp,3661,NMS,CACS,Inactive,United States,Public
Carrier Alliance Holdings Inc,7549,NBB,CAHI,Active,United States,Public
Carrier Global Corp,3585,NYS,CARR,Active,United States,Public
"Carrizo Oil & Gas, Inc.",1311,NMS,CRZO,Inactive,United States,Public
Carroll Bancorp Inc,6022,NBB,CROL,Inactive,United States,Public
Carrols Corp.,5812,NBB,CRLL,Active,United States,Public
Carrols Restaurant Group Inc,5812,NMS,TAST,Active,United States,Public
Cars.com Inc,7374,NYS,CARS,Active,United States,Public
CarSmartt Inc,7372,NBB,CRSM,Active,United States,Public
Carson Development Corp,8071,NBB,CDVM,Active,United States,Public
Carson Inc.,2844,NYS,CIC,Inactive,United States,Public
Carson Pirie Scott & Co. (IL),5311,NYS,CRP,Inactive,United States,Public
Cartel Blue Inc,2389,NBB,CRTL,Active,United States,Public
Carter Bankshares Inc,6021,NMS,CARE,Active,United States,Public
Carter Validus Mission Critical REIT Inc,6798,NBB,CZMR,Inactive,United States,Public
Carter's Inc,5641,NYS,CRI,Active,United States,Public
"Carter-Wallace, Inc.",2834,NYS,CAR,Inactive,United States,Public
Cartesian Inc,8742,NBB,CRTN,Inactive,United States,Public
Carvana Co,5511,NYS,CVNA,Active,United States,Public
Carver Bancorp Inc.,6035,NAS,CARV,Active,United States,Public
CAS Medical Systems Inc  ,3841,NAS,CASM,Inactive,United States,Public
Casa Systems Inc,7372,NMS,CASA,Active,United States,Public
Casablanca Mining Ltd.,1041,NL,,Active,United States,Public
Cascade Acquisition Corp,9999,NYS,CAS,Active,United States,Public
Cascade Bancorp  ,6022,NAS,CACB,Inactive,United States,Public
Cascade Communications Corp.,3579,NMS,CSCC,Inactive,United States,Public
Cascade Corp.,3537,NYS,CASC,Inactive,United States,Public
Cascade Financial Corp. ,6022,NAS,CASB,Inactive,United States,Public
Cascade Microtech Inc,3825,NMS,CSCD,Inactive,United States,Public
Cascade Natural Gas Corp,4924,NYS,CGC,Inactive,United States,Public
Cascade Technologies Corp,3674,NL,,Active,United States,Public
Cascadia Acquisition Corp,9999,NL,,Active,United States,Public
Cascadian Therapeutics Inc,8731,NMS,CASC,Inactive,United States,Public
CASCO International Inc.,5199,NAS,CASC U,Inactive,United States,Public
Casdim International Systems Inc.,7371,,,Active,United States,Public
Case Corp.,3523,NYS,CSEC,Inactive,United States,Public
"Case Pomeroy & Co., Inc.",6531,NBB,CASP A,Inactive,United States,Public
"Casella Waste Systems, Inc.",4953,NMS,CWST,Active,United States,Public
"Casey's General Stores, Inc.",5411,NMS,CASY,Active,United States,Public
"CaseyCorp Enterprises, Inc.",5052,NL,,Active,United States,Public
Cash America International Inc,5999,NYS,CSH,Inactive,United States,Public
"Cash Can, Inc.",9511,,,Active,United States,Public
Cash Systems Inc,6099,NMS,CKNN,Inactive,United States,Public
"Cash Technologies, Inc.",3711,NBB,CTQN,Inactive,United States,Public
Cashmere Valley Bank Washington (New),6022,NBB,CSHX,Active,United States,Public
Cashtek Corp.,7999,NBB,CAHT,Active,United States,Public
CASI Pharmaceuticals Inc (New),2836,NAS,CASI,Active,United States,Public
"Casino & Credit Services, Inc.",7322,NMS,CACS,Inactive,United States,Public
Casino Data Systems,3577,NMS,CSDS,Inactive,United States,Public
Casino Magic Corp.,7993,NMS,CMAG,Inactive,United States,Public
"Caspen Oil, Inc.",1311,OTC,CSPN,Inactive,United States,Public
Casper Sleep Inc,2519,NYS,CSPR,Inactive,United States,Public
Caspian International Oil Corp,1382,NL,,Active,United States,Public
Caspian Services Inc,4499,NBB,CSSV,Active,United States,Public
Cass Information Systems Inc.,7389,NMS,CASS,Active,United States,Public
Cassava Sciences Inc,2834,NAS,SAVA,Active,United States,Public
"CasTech Aluminum Group, Inc.",3365,NYS,CTA,Inactive,United States,Public
Castelle,3577,NAS,CSTL,Inactive,United States,Public
Castellum Inc,7389,ASE,CTM,Active,United States,Public
"Castle & Cooke Homes, Inc.",9532,NYS,CKI,Inactive,United States,Public
Castle & Cooke Inc.,6552,NYS,CCS,Inactive,United States,Public
Castle (AM) & Co,5051,NBB,CTAM,Active,United States,Public
Castle Biosciences Inc,8071,NMS,CSTL,Active,United States,Public
Castle Brands Inc.,5182,ASE,ROX,Inactive,United States,Public
"Castle Convertible Fund, Inc.",6726,ASE,CVF,Inactive,United States,Public
"Castle Dental Centers, Inc.",8059,OTC,CASL,Inactive,United States,Public
Castle Energy Corp.,1311,NMS,CECX,Inactive,United States,Public
"Castle Group, Inc. (UT)",7011,NBB,CAGU,Active,United States,Public
"Castleguard Energy, Inc.",1311,,,Active,United States,Public
Castlight Health Inc,7374,NYS,CSLT,Inactive,United States,Public
Casual Male Corp (MA),5611,NBB,CMAL Q,Inactive,United States,Public
CAT9 Group Inc,2833,NBB,CATN,Active,United States,Public
Catalent Inc,2834,NYS,CTLT,Active,United States,Public
Catalina Lighting Inc  ,3648,NBB,CALA Q,Inactive,United States,Public
Catalina Marketing Corp.,7311,NYS,POS,Inactive,United States,Public
Catalyst Bancorp Inc,6029,NAS,CLST,Active,United States,Public
Catalyst Biosciences Inc,2834,NAS,CBIO,Active,United States,Public
Catalyst Health Solutions Inc,6411,NMS,CHSI,Inactive,United States,Public
"Catalyst International, Inc.",7372,OTC,CLYS,Inactive,United States,Public
Catalyst Pharmaceuticals Inc,2834,NAS,CPRX,Active,United States,Public
Catalyst Resource Group Inc,9999,NL,,Active,United States,Public
"Catalyst Semiconductor, Inc.",3674,NMS,CATS,Inactive,United States,Public
Catalytica Energy Systems Inc,3511,NMS,CESI,Inactive,United States,Public
"Catalytica, Inc.",8731,NMS,CTAL,Inactive,United States,Public
Catapult Communications Corp,7372,NMS,CATT,Inactive,United States,Public
"Catawba Insurance Co. (Columbia, SC)",6331,,,Active,United States,Public
"Catch A Rising Star, Inc.",5813,NL,,Inactive,United States,Public
"Catcher Holdings, Inc.",3571,NBB,CTHH,Inactive,United States,Public
Catchmark Timber Trust Inc,6798,NYS,CTT,Inactive,United States,Public
Catellus Development Corp,6512,NYS,CDX,Inactive,United States,Public
Caterpillar Financial Services Corp,6153,,,Active,United States,Public
Caterpillar Inc.,3531,NYS,CAT,Active,United States,Public
Cathay General Bancorp,6022,NMS,CATY,Active,United States,Public
Catherines Stores Corp.,5621,NMS,CATH,Inactive,United States,Public
Catheter Precision Inc,3841,ASE,VTAK,Active,United States,Public
Cato Corp.,5621,NYS,CATO,Active,United States,Public
Catskill Financial Corp.,6035,NMS,CATB,Inactive,United States,Public
Catthai Corp,7379,NBB,CTHI,Inactive,United States,Public
Cattlesale Co (The),6794,NBB,CTLE,Inactive,United States,Public
"Catuity, Inc. (DE)",5045,NBB,CTTY,Inactive,United States,Public
CAVA Group Inc,5812,NYS,CAVA,Active,United States,Public
"Cavalier Homes, Inc.",2451,ASE,CAV,Inactive,United States,Public
"Cavalry Bancorp, Inc.",6162,NMS,CAVB,Inactive,United States,Public
Cavco Industries Inc (DE),2451,NMS,CVCO,Active,United States,Public
"Cavco Industries, Inc.",2451,NAS,CVCO,Inactive,United States,Public
Cavico Corp,1611,NBB,CAVO,Inactive,United States,Public
"Cavit Sciences, Inc",2834,,,Active,United States,Public
"Cavitation Technologies, Inc.",3559,NBB,CVAT,Active,United States,Public
Cavium Inc,3674,NMS,CAVM,Inactive,United States,Public
Cayenne Software Inc.,7372,NL,,Inactive,United States,Public
Cazador Acquisition Corp. Ltd.,7374,NAS,CAZA,Inactive,United States,Public
"CB Bancorp, Inc.",6035,OTC,CBCO V,Inactive,United States,Public
CB Bancshares Inc,6022,NMS,CBBI,Inactive,United States,Public
CB Financial Corp,6029,NBB,CBFA,Inactive,United States,Public
CB Financial Corp. (MI),6022,OTC,CBFC,Inactive,United States,Public
CB Financial Services Inc,6022,NMS,CBFV,Active,United States,Public
"CB Richard Ellis Services, Inc.  ",6531,NL,,Inactive,United States,Public
CB Scientific Inc,3826,NBB,CBSC,Active,United States,Public
CBA Florida Inc,9999,NBB,CBAI,Inactive,United States,Public
CBAK Energy Technology Inc,3692,NAS,CBAT,Active,United States,Public
CBB Bancorp Inc,6021,NBB,CBBI,Active,United States,Public
"CBC Bancorp, Inc.",6022,OTC,CBCB,Inactive,United States,Public
CBD Life Sciences Inc,5122,NBB,CBDL,Active,United States,Public
CBD of Denver Inc,2833,NBB,CBDD,Active,United States,Public
cbdMD Inc,2844,ASE,YCBD,Active,United States,Public
CBES Bancorp Inc.,6022,NAS,CBES,Inactive,United States,Public
Cbeyond Inc,4813,NMS,CBEY,Inactive,United States,Public
"CBI Industries, Inc.",2812,NL,,Inactive,United States,Public
CBIZ Inc,7389,NYS,CBZ,Active,United States,Public
CBL & Associates Properties Inc,6798,NYS,CBL,Active,United States,Public
"CBL Medical, Inc.",8741,NBB,CBLM Q,Inactive,United States,Public
CBM Bancorp Inc,6035,NBB,CBMB,Inactive,United States,Public
Cboe Global Markets Inc,6231,BZX,CBOE,Active,United States,Public
CBOT Holdings Inc,6231,NYS,BOT,Inactive,United States,Public
"CBP Carbon Industries, Inc.",5143,NL,,Active,United States,Public
CBRE Global Real Estate Income Fund,6726,NYS,IGR,Active,United States,Public
CBRE Group Inc,6531,NYS,CBRE,Active,United States,Public
CBS Corp. (Old),4833,NYS,CBS,Inactive,United States,Public
"CBS, Inc.",4833,OTC,CBSW I,Inactive,United States,Public
CBT Corp. (KY),6022,NMS,CBTC,Inactive,United States,Public
CBT Financial Corp,6022,NBB,CBTC,Inactive,United States,Public
"CCA Industries, Inc.",2844,NBB,CAWW,Active,United States,Public
CCA Prison Realty Trust,6798,,,Inactive,United States,Public
"CCAIR, Inc.",4512,NAS,CCAR,Inactive,United States,Public
CCB Financial Corp.,6022,NYS,CCB,Inactive,United States,Public
CCBT Financial Companies Inc,6021,NMS,CCBT,Inactive,United States,Public
CCC Information Services Group Inc.,7375,NL,,Inactive,United States,Public
CCFNB Bancorp Inc.,6022,NBB,CCFN,Active,United States,Public
CCH Inc.,2721,NMS,CCHI B,Inactive,United States,Public
CCOM Group Inc,3433,NBB,CCOM,Inactive,United States,Public
"CCP Insurance, Inc.",6719,NL,,Inactive,United States,Public
CCUR Holdings Inc,6531,NBB,CCUR,Active,United States,Public
"Ccx, Inc.",3496,NBB,CCXI P,Inactive,United States,Public
CD International Enterprises Inc,3339,NBB,CDII Q,Active,United States,Public
CD Warehouse Inc,5735,,,Active,United States,Public
CD&L Inc.,4213,ASE,CDV,Inactive,United States,Public
CDEX Inc,3829,NL,,Active,United States,Public
CDI Corp,7363,NYS,CDI,Inactive,United States,Public
CDK Global Inc,7389,NMS,CDK,Inactive,United States,Public
CDnow Inc.,5735,NMS,CDNW D,Inactive,United States,Public
CDTi Advanced Materials Inc,3714,NBB,CDTI,Active,United States,Public
CDW Corp,5045,NMS,CDW,Active,United States,Public
"CE Software, Inc.",7371,NL,,Active,United States,Public
CEA Industries Inc,3559,NAS,CEAD,Active,United States,Public
Ceanic Corp.,1389,NMS,DIVE,Inactive,United States,Public
Cease Fire Corp.,3999,NBB,CEFR,Active,United States,Public
CEB Inc,8742,NYS,CEB,Inactive,United States,Public
"CEC Entertainment, Inc.",5812,NYS,CEC,Inactive,United States,Public
Cecil Bancorp Inc,6035,NBB,CECL,Active,United States,Public
CECO Environmental Corp.,3564,NMS,CECO,Active,United States,Public
Ceco Filters Inc,3599,NL,,Active,United States,Public
CeCors Inc,5047,NBB,CEOS,Active,United States,Public
CECS Corp.,6799,,,Active,United States,Public
Cedar Creek Mines Ltd.,3295,NL,,Active,United States,Public
Cedar Fair LP,7999,NYS,FUN,Active,United States,Public
Cedar Realty Trust Inc,6798,NYS,CDR PRC,Active,United States,Public
"Ceelox, Inc.",7372,NL,,Active,United States,Public
Ceetop Inc,7372,NL,,Active,United States,Public
CEFC Global Strategic Holdings Inc ,9999,NL,,Active,United States,Public
"Cel Communications, Inc.",7812,,,Active,United States,Public
CEL-SCI Corporation,2836,ASE,CVM,Active,United States,Public
Celadon Group Inc,4213,NBB,CGIP,Active,United States,Public
Celanese Corp (DE) ,5169,NYS,CE,Active,United States,Public
Celator Pharmaceuticals Inc,2834,NAS,CPXX,Inactive,United States,Public
Celcuity Inc,8071,NAS,CELC,Active,United States,Public
Celebrate Express Inc,5399,NMS,BDAY,Inactive,United States,Public
"Celebrity, Inc.",5193,OTC,FLWR,Inactive,United States,Public
Celera Corp,8731,NMS,CRA,Inactive,United States,Public
Celerex Corp,3571,NBB,CEXY,Active,United States,Public
Celeris Corp.,8731,NBB,CRSC Z,Inactive,United States,Public
"Celerity Solutions, Inc.",7372,NBB,CLTY,Active,United States,Public
"Celestial Seasonings, Inc.",2099,NMS,CTEA,Inactive,United States,Public
Celestial Ventures Corp,3499,NL,,Active,United States,Public
Celexus Inc,2833,NL,,Active,United States,Public
Celgene Corp,2834,NMS,CELG,Inactive,United States,Public
"Cell Genesys, Inc.",2834,NMS,CEGE,Inactive,United States,Public
Cell MedX Corp,3841,NBB,CMXC,Active,United States,Public
Cell Pathways Inc,2834,NMS,CLPA,Inactive,United States,Public
Cell Robotics International Inc.,3826,,,Active,United States,Public
Cell Source Inc,2834,NBB,CLCS,Active,United States,Public
"Cell Tech International, Inc.",'0919,NL,,Active,United States,Public
Cell Wireless Corp ,8743,,,Active,United States,Public
Cellcom 1 Corp,9999,NBB,CJCL,Inactive,United States,Public
"Cellcor, Inc.",8099,OTC,CLTX,Inactive,United States,Public
CellCyte Genetics Corp,2834,NL,,Active,United States,Public
"Celldex Therapeutics, Inc.",2835,NAS,CLDX,Active,United States,Public
Cellectar Biosciences Inc ,2834,NAS,CLRB,Active,United States,Public
Cellmetrix Inc,3826,,CLMI,Inactive,United States,Public
Cellnet Data Systems Inc.,4822,NL,,Inactive,United States,Public
Cellpoint Inc  ,4899,NL,,Inactive,United States,Public
Cellu Tissue Holdings Inc.,2621,NYS,CLU,Inactive,United States,Public
Cellular Biomedicine Group Inc,2836,NMS,CBMG,Inactive,United States,Public
"Cellular Communications International, Inc.",4812,NL,,Inactive,United States,Public
Cellular Communications of Puerto Rico Inc.,4812,NMS,CLRP,Inactive,United States,Public
"Cellular Communications, Inc.",4812,NL,,Inactive,United States,Public
Cellular Dynamics International Inc,2836,NMS,ICEL,Inactive,United States,Public
"Cellular Telephone Enterprises, Inc.",5065,NBB,CTPE Q,Inactive,United States,Public
CelLynx Group Inc,3663,NL,,Active,United States,Public
Celsia Technologies Inc,3679,NBB,CLST,Inactive,United States,Public
Celsius Holdings Inc,2086,NAS,CELH,Active,United States,Public
"Celtic Investment, Inc.",6719,NBB,CELT,Inactive,United States,Public
"Celtrix Pharmaceuticals, Inc.",2834,NAS,CTRX,Inactive,United States,Public
Celularity Inc,9999,NAS,CELU,Active,United States,Public
CEM Corp.,3826,NMS,CEMX,Inactive,United States,Public
Cemtrex Inc,3829,NAS,CETX,Active,United States,Public
"Cencom Cable Income Partners II, L.P.",4812,,,Inactive,United States,Public
"Cencom Cable Income Partners, L.P.",4812,NL,,Inactive,United States,Public
"Cencor, Inc.",6141,NL,,Inactive,United States,Public
Cencora Inc,5122,NYS,COR,Active,United States,Public
Cenfed Financial Corp.,6035,NMS,CENF,Inactive,United States,Public
CENIT Bancorp Inc.,6035,NMS,CNIT,Inactive,United States,Public
Centaurus Diamond Technologies Inc,1099,NL,,Active,United States,Public
Centel Corp.,4813,NYS,CNT,Inactive,United States,Public
Centene Corp,6324,NYS,CNC,Active,United States,Public
"Centennial Bancorp (Eugene, OR)",6022,NMS,CEBC,Inactive,United States,Public
Centennial Communications Corp,4812,NMS,CYCL,Inactive,United States,Public
"Centennial Group, (The) Inc.",1531,NBB,CEQG,Inactive,United States,Public
Centennial HealthCare Corp.,8051,NMS,CTEN,Inactive,United States,Public
Centennial Insurance Co.,6331,,,Active,United States,Public
Centennial Specialty Foods Corp,2032,NL,,Active,United States,Public
"Centennial Technologies, Inc.",3577,OTC,CENL,Inactive,United States,Public
Center Coast Brookfield MLP & Energy Infrastructure Fund,6726,NYS,CEN,Active,United States,Public
Center Financial Corp ,6022,NMS,CLFC,Inactive,United States,Public
Center Financial Corp.,6712,,,Inactive,United States,Public
Center For Wound Healing Inc (The),8099,NL,,Active,United States,Public
"Center Trust, Inc.",6798,NYS,CTA,Inactive,United States,Public
Centerior Energy Corp.,4911,NL,,Inactive,United States,Public
Centerline Holding Co,6162,NBB,CLNH,Inactive,United States,Public
Centerplate Inc,5812,ASE,CVP,Inactive,United States,Public
CenterPoint Energy Resources Corp.,4924,,,Active,United States,Public
"CenterPoint Energy, Inc",4911,NYS,CNP,Active,United States,Public
CenterPoint Properties Trust,6798,NL,,Inactive,United States,Public
Centerspace,6798,NYS,CSR,Active,United States,Public
CenterStaging Corp,7812,,,Active,United States,Public
CenterState Bank Corp,6021,NMS,CSFL,Inactive,United States,Public
Centex Corp.,1531,NYS,CTX,Inactive,United States,Public
Centigram Communications Corp.,3661,NMS,CGRM,Inactive,United States,Public
Centillium Communications Inc,3661,NAS,CTLM,Inactive,United States,Public
"Centocor, Inc.",2835,NMS,CNTO,Inactive,United States,Public
Centor Energy Inc,1499,NBB,CNTO,Active,United States,Public
Centra Software Inc,7389,NMS,CTRA,Inactive,United States,Public
"Centrac Associates, Inc.",8711,NL,,Active,United States,Public
CentraCore Properties Trust,6798,NYS,CPV,Inactive,United States,Public
Central & Eastern Europe Fund Inc (The),6726,NYS,CEE,Active,United States,Public
"Central & Southern Holding Co. (Milledgeville, GA)",6022,NMS,CSBC,Inactive,United States,Public
Central and South West Corporation,4911,NYS,CSR,Inactive,United States,Public
"Central Banc, Inc.",6712,NL,,Active,United States,Public
Central Bancorp Inc (MA),6022,NMS,CEBK,Inactive,United States,Public
"Central Bancorporation (Wenatchee, WA)",6712,OTC,CBWA,Inactive,United States,Public
"Central Bancorporation, Inc. (Fort Worth, TX)",6712,NL,,Inactive,United States,Public
"Central Bancshares, Inc. (TX)",6712,NL,,Active,United States,Public
Central Coast Bancorp,6022,NMS,CCBN,Inactive,United States,Public
Central Corp. (LA),6712,,,Inactive,United States,Public
Central Energy Partners LP,4612,NBB,ENGY,Active,United States,Public
Central European Distribution Corp.,5182,NBB,CEDC Q,Inactive,United States,Public
Central Federal Bancshares Inc,6035,NBB,CFDB,Inactive,United States,Public
"Central Fidelity Banks, Inc.",6021,NMS,CFBS,Inactive,United States,Public
Central Financial Acceptance Corp.,6141,OTC,CFAC,Inactive,United States,Public
Central Freight Lines Inc.,4213,NMS,CENF,Inactive,United States,Public
Central Garden & Pet Co,5199,NMS,CENT A,Active,United States,Public
Central Holding Co.,6712,NMS,CHOL,Inactive,United States,Public
Central Hudson Gas & Electric Corp.,4931,OTC,CHGE M,Inactive,United States,Public
Central Illinois Light Co,4931,NL,,Active,United States,Public
"Central Indiana Bancorp (Kokomo, IN)",6035,NMS,KOKO,Inactive,United States,Public
Central Jersey Bancorp,6712,NMS,CJER,Inactive,United States,Public
Central Jersey Bancorp,6021,NMS,CJBK,Inactive,United States,Public
Central Jersey Financial Corp. (East Brunswick),6712,NMS,CJFC,Inactive,United States,Public
Central Louisiana Electric Co Inc,4911,,,Inactive,United States,Public
Central Maine Power Co.,4931,NL,,Active,United States,Public
"Central Mortgage Bancshares, Inc.",6022,NMS,CMBI,Inactive,United States,Public
"Central Mutual Insurance Co. (Van Wert, O.)",6331,,,Active,United States,Public
Central Natural Resources Inc,1381,NBB,CTNR,Active,United States,Public
"Central Newspapers, Inc.",2711,NYS,ECP,Inactive,United States,Public
Central Pacific Financial Corp,6022,NYS,CPF,Active,United States,Public
Central Parking Corp,7521,NYS,CPC,Inactive,United States,Public
Central Realty Investors Inc.,6798,NBB,CMRT,Active,United States,Public
Central Securities Corp.,6726,ASE,CET,Active,United States,Public
Central Service Corp.,6021,NL,,Active,United States,Public
"Central Sierra Bank (San Andreas, CA)",6022,OTC,CESR,Inactive,United States,Public
Central Sprinkler Corp.,3492,NMS,CNSP,Inactive,United States,Public
Central Steel & Wire Co.,1099,NBB,CSTW,Inactive,United States,Public
Central Telephone Co. (DE),4813,OTC,CTDL L,Inactive,United States,Public
"Central Tractor Farm & Country, Inc.",5261,NMS,CTFC,Inactive,United States,Public
Central United Corp.,6311,NBB,CUCN,Active,United States,Public
Central Valley Community Bancorp,6022,NAS,CVCY,Active,United States,Public
Central Vermont Public Service Corporation,4911,NYS,CV,Inactive,United States,Public
"Central Virginia Bankshares, Inc.",6022,NBB,CVBK,Inactive,United States,Public
"Central West End Bank, F.S.B.",6035,,,Active,United States,Public
Central Wireless Inc,8742,NBB,CWIR,Active,United States,Public
Centrex Corp.,3999,NBB,CTXC,Active,United States,Public
Centric Brands Inc,2329,NBB,CTRC Q,Inactive,United States,Public
"Centris Group, Inc. (The)",6351,NYS,CGE,Inactive,United States,Public
Centrue Financial Corp,6021,NAS,CFCB,Inactive,United States,Public
Centrue Financial Corp,6035,NMS,TRUE,Inactive,United States,Public
"Centrum Industries, Inc.",3537,,,Active,United States,Public
Centrus Energy Corp,1499,ASE,LEU,Active,United States,Public
"Centura Banks, Inc. (NC)",6021,NYS,CBC,Inactive,United States,Public
Centura Software Corp.,7372,NBB,MBNE Q,Inactive,United States,Public
Centurion Gold Holdings Inc,1041,,,Active,United States,Public
Century Aluminum Co.,3334,NMS,CENX,Active,United States,Public
"Century Bancorp, Inc.",6022,NBB,CNBK B,Inactive,United States,Public
"Century Bancorp, Inc. (NC)",6036,NAS,CENB,Inactive,United States,Public
"Century Bancshares, Inc.",6021,NAS,CTRY,Inactive,United States,Public
"Century Builders Group, Inc.",1531,,CNYB,Inactive,United States,Public
Century Casinos Inc.,7011,NAS,CNTY,Active,United States,Public
Century Cobalt Corp,1041,NBB,CCOB,Active,United States,Public
Century Communications Corp.,4841,NMS,CTYA,Inactive,United States,Public
Century Communities Inc,1521,NYS,CCS,Active,United States,Public
Century Financial Corp. (MI),6021,,CYFL,Inactive,United States,Public
"Century Financial Corp. (Rochester, PA)",6021,NMS,CYFN,Inactive,United States,Public
"Century HillCreste Apartment Investors, L.P.",6513,,,Inactive,United States,Public
"Century Industries, Inc. (VA)",3449,NBB,CETY,Inactive,United States,Public
Century Next Financial Corp,6035,NBB,CTUY,Active,United States,Public
Century Petroleum Corp,1311,NBB,CYPE,Active,United States,Public
Century Realty Trust,6798,NBB,CRLT S,Inactive,United States,Public
"Century South Banks, Inc.",6021,NMS,CSBI,Inactive,United States,Public
"Century Technologies, Inc.",4522,NBB,CNTK,Active,United States,Public
Century Therapeutics Inc,2836,NMS,IPSC,Active,United States,Public
Cenveo Inc,2677,NBB,CVOV Q,Inactive,United States,Public
"Cephalon, Inc.",2834,NMS,CEPH,Inactive,United States,Public
Cephas Holding Corp,7371,NL,,Active,United States,Public
Cepheid,3826,NMS,CPHD,Inactive,United States,Public
Cepton Inc,9999,NAS,CPTN,Active,United States,Public
"Ceradyne, Inc (DE)  ",3711,NMS,CRDN,Inactive,United States,Public
Ceragenix Pharmaceuticals Inc,2834,NBB,CGXP,Inactive,United States,Public
"Cerbco, Inc.",1711,NBB,CERB B,Inactive,United States,Public
Cerebain Biotech Corp,8731,NL,,Active,United States,Public
Cerence Inc,7372,NMS,CRNC,Active,United States,Public
Ceres Group Inc.,6311,NMS,CERG,Inactive,United States,Public
Ceres Inc,'0139,NAS,CERE,Inactive,United States,Public
Ceres Ventures Inc,8733,NBB,CEVE,Active,United States,Public
Cereus Technology Partners Inc,8741,OTC,CEUS,Inactive,United States,Public
Ceridian Corp.,8742,NYS,CEN,Inactive,United States,Public
Ceridian HCM Holding Inc,7372,NYS,CDAY,Active,United States,Public
Cerion Technologies Inc.,3577,OTC,CEON,Inactive,United States,Public
Cerner Corp.,7373,NMS,CERN,Inactive,United States,Public
"Cerplex Group, Inc.",5045,NBB,CPLX Q,Inactive,United States,Public
"Cerplex Group, Inc. (Old)",5045,OTC,CPLX,Inactive,United States,Public
Cerprobe Corp.,3679,NMS,CRPB,Inactive,United States,Public
Cerritos Valley Bancorp,6712,OTC,CVBC E,Inactive,United States,Public
Certara Inc,7372,NMS,CERT,Active,United States,Public
Certified Environmental Group Inc,3822,NL,,Active,United States,Public
Cerus Corp.,3841,NMS,CERS,Active,United States,Public
CervoMed Inc,2836,NAS,CRVO,Active,United States,Public
CES Synergies Inc,4959,NBB,CESX,Active,United States,Public
Cetus Capital Acquisition Corp,9999,NAS,CETU,Active,United States,Public
Ceva Inc,7373,NMS,CEVA,Active,United States,Public
"Cezar Industries, Inc.",7379,NBB,CZRI,Inactive,United States,Public
CF Acquisition Corp IV,9999,NAS,CFIV,Active,United States,Public
CF Acquisition Corp VII,9999,NAS,CFFS,Active,United States,Public
CF Acquisition Corp VIII,9999,NAS,CFFE,Active,United States,Public
"CF Bancorp, Inc.",6712,NMS,CFBC,Inactive,United States,Public
CF Bankshares Inc,6021,NAS,CFBK,Active,United States,Public
CF Finance Acquisition Corp,9999,NAS,CFFA,Inactive,United States,Public
CF Industries Holdings Inc,2879,NYS,CF,Active,United States,Public
CF&I Steel Corp.,3312,NL,,Inactive,United States,Public
"CFB Bancorp, Inc.",6712,,,Inactive,United States,Public
